company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Ukiah Natural Foods Co-op,"Ukiah, California",US,2019,,,,,557,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
United Dairy Farmers,"Cincinnati, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
United Natural Foods,"Providence, Rhode Island",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
VPX (aka Bang Energy),"Phoenix, Arizona",US,2019,200.0,USD,233.23,,36882,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Valley Queen,"Milbank, South Dakota",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Virginia Murachan Inc.,"North Chesterfield, Virginia",US,2019,,,,,5481,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Wayne Farms,"Enterprise, Alabama",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Win Chill Cold Storage,"Sioux Falls, South Dakota",US,2019,,,,,11706,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Wolfgang Confectioners,"Loganville, Pennsylvania",US,2019,,,,,7246,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
"fairlife, LLC","Goodyear, Arizona",US,2019,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Aalco Distributing,"Ft. Wayne, Indiana",US,2020,,,,,9755,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
AgTech,"Paris, Kentucky",US,2020,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Agriculture Technology Campus JV,"Hampton, South Carolina",US,2020,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Agropur,"Jerome, Idaho",US,2020,,,,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Agropur,"Lake Norden, South Dakota",US,2020,,,,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Agropur US,"Lake Norden, South Dakota",US,2020,,,,,14214,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Ahold Delhaize,"North Kingstown, Rhode Island",US,2020,100.0,USD,115.19,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Americold Logistics,"Savannah, Georgia",US,2020,,,,,28986,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Anheuser-Busch,"Cartersville, Georgia",US,2020,85.0,USD,97.91,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
ArborVita8,"Phenix City, Alabama",US,2020,,,,,6968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Ark Foods,"Hackensack, New Jersey",US,2020,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Atlantic Sapphire,"Miami, Florida",US,2020,340.0,USD,391.65,,102193,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Aveka Nutra Processing,"Waukon, Iowa",US,2020,,,,,557,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Ball Metalpack,"Chesnut Hill, Tennessee",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Basic American Foods,"Rexburg, Idaho",US,2020,100.0,USD,115.19,,11613,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Big Dog Industries,"Lovington, New Mexico",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Blue Diamond Growers,"Salida, California",US,2020,,,,,5110,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Blue Diamond Growers,"Modesto, California",US,2020,,,,,5110,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
BlueScope Properties Group - Coca-Cola,"Apopka, Florida",US,2020,,,,,26942,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
BlueScope Properties Group/Coca-Cola,"Apopka, Florida",US,2020,,,,,26942,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
BlueScope Properties Group/Goya Foods,"Apopka, Florida",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Brakebush,"Mocksville, North Carolina",US,2020,60.0,USD,69.12,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Bridor,"Boucherville, Quebec",CA,2020,170.0,USD,195.83,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
BrightFarms,"Rochelle, Illinois",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Brough Brothers Distillery,"Louisville, Kentucky",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Burke Corp,"Nevada, Iowa",US,2020,,,,,18488,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
CANPACK Group,"Olyphant, Pennsylvania",US,2020,365.0,USD,420.45,,84356,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
CP Kelco,"Okmulgee, Oklahoma",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
CRM,"Kingston, Ontario",CA,2020,,,,,25084,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
California Dairies Inc.,"Visalia, California",US,2020,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
"California Dairies, Inc.","Visalia, California",US,2020,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Campbell Soup,"Willard, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Canada Royal Milk,"Kingston, Ontario",CA,2020,,,,,25270,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Canidae,"Pflugerville, Texas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Canopy Growth,"Kirkwood, New York",US,2020,100.0,USD,115.19,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Cargill,"Dodge City, Kansas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Cargill,"Sidney, Ohio",US,2020,225.0,USD,259.18,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Cargill/Puris,"Dawson, Minnesota",US,2020,75.0,USD,86.39,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Carlson Distributing,"Salt Lake City, Utah",US,2020,,,,,17466,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Case Farms Chicken,"Winesburg, Ohio",US,2020,,,,,2415,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Centro Sperimentale del Latte,"Franksville, Wisconsin",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Champion Petfoods,"Acheson, Alberta",CA,2020,,,,,39577,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Chewy,"Archbald, Pennsylvania",US,2020,50.0,USD,57.6,,74322,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Chr. Hansen,"West Allis, Wisconsin",US,2020,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Coca Cola Bottling United,"Union City (Atlanta), Georgia",US,2020,86.0,USD,99.07,,42364,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Coca-Cola Co.,"Houston, Texas",US,2020,110.0,USD,126.71,,91045,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Coca-Cola Co.,"Peterborough, Ontario",CA,2020,85.0,USD,97.91,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Coca-Cola Company,"Peterborough, Ontario",CA,2020,85.0,USD,97.91,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Coca-Cola Company,"Houston, Texas",US,2020,110.0,USD,126.71,,91045,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Coca-Cola North America,"Auburndale, Florida",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Coca-Cola Southwest Beverages,"Houston, Texas",US,2020,250.0,USD,287.98,,92903,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
CoffeeTech Industries,"Seguin, Texas",US,2020,56.0,USD,64.51,,10405,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Columbia River Technologies,"Boardman, Oregon",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Sylvester, Georgia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
ConAgra Brands,"Darien, Wisconsin",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Indianapolis, Indiana",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Kent, Washington",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Louisville, Kentucky",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Russellville, Arkansas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Streator, Illinois",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ConAgra Brands,"Troy, Ohio",US,2020,,,,,6317,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
ConAgra Brands (Pinnacle Foods),"Jackson, Tennessee",US,2020,106.0,USD,122.1,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Constellation Brands,"Obregon, Sonora, MX",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Constellation Brands,"Nava, Coahula, MX",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Corfini Gourmet,"Seattle, Washington",US,2020,,,,,6503,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Cornerstone PB Holdings/Processing,"Pine Bluff, Arkansas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Cosmos Corporation,"O'Fallon, Missouri",US,2020,,,,,17652,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Creekstone Farms,"Arkansas City, Kansas",US,2020,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Cuisine Solutions,"San Antonio, Texas",US,2020,200.0,USD,230.38,,29264,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
DHL,"Alburtis, Pennsylvania",US,2020,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
DOT Foods,"Bear, Delaware",US,2020,,,,,17559,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Daybreak Foods,"Lake Mills, Wisconsin",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Dold Foods,"Wichita, Kansas",US,2020,,,,,15329,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
"Dold Foods, LLC","Wichita, Kansas",US,2020,,,,,15329,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dollar General,"Pottsville, Pennsylvania",US,2020,,,,,13750,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dollar General,"Rosenberg, Texas",US,2020,130.0,USD,149.75,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Dollar General,"Sacramento, California",US,2020,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Domino's,"West Columbia, South Carolina",US,2020,,,,,6225,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Domino's,"Katy, Texas",US,2020,,,,,5481,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dominos,"West Columbia, South Carolina",US,2020,,,,,6225,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Dorada Foods,"Ponca City, Oklahoma",US,2020,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dot Foods,"Bear, Delaware",US,2020,,,,,17466,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dot Foods,"Bullhead City, Arizona",US,2020,,,,,6503,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Eby-Brown,"Knightdale, North Carolina",US,2020,,,,,2694,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Empire Bakery,"Rocky Mount, Virginia",US,2020,,,,,12077,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Empire Bakery Commissary,"Rocky Mount, Virginia",US,2020,,,,,3995,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Empire Brands,"Dunkirk, New York",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Factory LLC,"Bethlehem (Hanover Twp), Pennsylvania",US,2020,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
"Family Brands, LLC","Lenoi City, Tennessee",US,2020,,,,,6039,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
"Family Brands, LLC","Lenoir City, Tennessee",US,2020,,,,,6039,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Farmer Jon's Popcorn,"Lakeland, Florida",US,2020,,,,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Farmer's Select,"El Paso, Texas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Ferraro Foods,"Aberdeen, Maryland",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Ferrero USA,"McDonnough, Georgia",US,2020,,,,,67633,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Field Fresh Foods (FFF Farms),"Nyssa, Oregon",US,2020,,,,,1022,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Foremost Farms,"Greenville, Michigan",US,2020,,,,,5388,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Freedom Foods,"Randolph, Vermont",US,2020,,,,,1486,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Fresh Bourbon Distilling Company,"Lexington, Kentucky",US,2020,,,,,3159,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Freshpet,"Bethlehem, Pennsylvania",US,2020,100.0,USD,115.19,,13006,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Frito-Lay,"Rosenberg, Texas",US,2020,138.0,USD,158.97,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Fuji Vegetable Oil,"Avondale, Louisiana",US,2020,70.0,USD,80.63,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Fuji Vegetable Oil Inc.,"Avondale (New Orleans), Louisiana",US,2020,70.0,USD,80.63,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Glanbia,"Jerome, Idaho",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Glanbia,"Gooding, Idaho",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Good Catch Foods,"Columbus, Ohio",US,2020,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Gordon Food Services,"Westfield, Indiana",US,2020,,,,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Great Lakes Cheese,"Hiram, Ohio",US,2020,90.0,USD,103.67,,29729,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Greenleaf Foods,"Shelbyville, Indiana",US,2020,310.0,USD,357.1,,21368,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Guggisberg Cheese,"Millersburg, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Guittard,"Fairfield, California",US,2020,,,,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Haribo,"Pleasant Prairie, Wisconsin",US,2020,242.0,USD,278.77,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Heartland Catfish Co.,"Itta Bena, Mississippi",US,2020,,,,,1115,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
JBS USA,"Worthington, Minnesota",US,2020,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Jetton Biochemistry Ltd.,"Nampa, Idaho",US,2020,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Keurig Dr. Pepper,"Allentown, Pennsylvania",US,2020,220.0,USD,253.42,,75344,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Kontos Foods,"Patterson, New Jersey",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Leprino Foods,"Fort Morgan, Colorado",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Leprino Foods,"Greeley, Colorado",US,2020,,,,,52304,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Lopez Foods,"Cherokee, Iowa",US,2020,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Mane Inc.,"Lebanon, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Maple Leaf Foods,"London, Ontario",CA,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Marquez Brothers,"Hanford, California",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Martin Preferred Foods,"Dallas, Texas",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Mattingly Cold Storage,"Zanesville, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Michael Foods,"Gaylord, Minnesota",US,2020,,,,,372,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
MolsonCoors,"Montreal, Ontario",CA,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
MolsonCoors,"Montréal, Ontario",CA,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
More Than Gourmet,"Akron, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Mother Murphy's,"Greensboro, North Carolina",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
National Property Holdings/Domino's,"Katy, Texas",US,2020,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Nestlé Purina,"Hartwell, Georgia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Newly Weds Foods,"Chicago, Illinois",US,2020,50.0,USD,57.6,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Osceola Foods,"Osceola, Iowa",US,2020,,,,,2230,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Performance Food Group,"Portland, Oregon",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Performance Food Group,"Twinsburg, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Petsource by Scoular,"Seward, Nebraska",US,2020,57.0,USD,65.66,,9755,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Pretzels Inc.,"Plymouth, Indiana",US,2020,,,,,11148,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Proliant Food Ingredients,"St. Johns, Michigan",US,2020,,,,,6968,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Rudolph Foods,"Lima, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Samuel Adams,"Cincinnati, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Seaboard Foods,"Guymon, Oklahoma",US,2020,,,,,17652,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Simplot,"Caldwell, Idaho",US,2020,,,,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Simplot,"Grand Forks, North Dakota",US,2020,,,,,12542,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
SugarCreek - Brandworthy Food Solutions,"Fairfield, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Symrise,"Atlanta, Georgia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Tasty Brands,"Owensboro, Kentucky",US,2020,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
The Bel Group,"Sorel-Tracy, Quebec",CA,2020,66.0,USD,76.03,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
The Original Cakerie,"London, Ontario",CA,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
The Scoular Company,"Seward, Nebraska",US,2020,,,,,9755,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Tuffy's Pet Foods,"Delano, Minnesota",US,2020,,,,,16072,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Tyson Foods,"Cincinnati, Ohio",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Tyson Foods,"Hutchinson, Kansas",US,2020,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
US Foods,"Marrero, Louisiana",US,2020,,,,,12356,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
United Airlines,"Newark, New Jersey",US,2020,110.0,USD,126.71,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
WV Department of Agriculture,"Ripley, West Virginia",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
ePac Flexible Packing,"Sacramento, Kentucky",US,2020,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
ADUSA Supply Chain,"Manchester, Connecticut",US,2021,,,,,92903,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
ALDI,"Loxley, Alabama",US,2021,,,,,53048,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
AWG,"St. Cloud, Minnesota",US,2021,,,,,29357,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Abbott Nutrition,"Sturgis, Michigan",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Ag Processing (AGP),"Sergeant Bluff, Iowa",US,2021,72.0,USD,79.22,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Agri-Mark,"Chateaugay, New York",US,2021,,,,,10312,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Agriculture Technology Campus JV,"Hampton, South Carolina",US,2021,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Ahold Delhaize,"North Kingstown, Rhode Island",US,2021,130.0,USD,143.03,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Alaska Cargo and Cold Storage,"Anchorage, Alaska",US,2021,,,,,65032,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Alfresco Pasta,"Nashville, Tennessee",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
American Peanut Growers,"Donalsonville, Georgia",US,2021,85.0,USD,93.52,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Americold,"Russellville, Arkansas",US,2021,84.0,USD,92.42,,12170,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Anheuser-Busch,"Cartersville, Georgia",US,2021,150.0,USD,165.04,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Anheuser-Busch,"St. Louis, Missouri",US,2021,100.0,USD,110.02,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
AppHarvest,"Morehead, Kentucky",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
AppHarvest,"Somerset, Kentucky",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Arcadia Beverage,"Arden, North Carolina",US,2021,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Ball Corporation,"Pittston, Pennsylvania",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Bang Energy,"Lithia Springs, Georgia",US,2021,145.0,USD,159.53,,59830,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Bartlett,"Montgomery Cty, Kansas",US,2021,325.0,USD,357.58,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Barvecue,"Cornelius, North Carolina",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Beam Suntory,"Clermont, Kentucky",US,2021,60.0,USD,66.01,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Bell & Evans,"Fredericksburg, Pennsylvania",US,2021,330.0,USD,363.08,,38276,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Bellavance Beverage,"Londonderry, New Hampshire",US,2021,,,,,13471,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Ben E. Keith,"New Brockton, Alabama",US,2021,100.0,USD,110.02,,39484,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Ben E. Keith Foods,"Albuquerque, New Mexico",US,2021,,,,,25548,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Big Easy Bucha,"New Orleans, Louisiana",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Big Mountain Foods,"Vancouver, British Columbia",CA,2021,,,,,6503,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Bigelow Tea,"Jeffersontown, Kentucky",US,2021,53.0,USD,58.31,,31030,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Blue Buffalo,"Richmond, Indiana",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Bonumose Inc./Hershey,"Charlottesville, Virginia",US,2021,,,,,3345,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Boston Beer,"Cincinnati, Ohio",US,2021,85.0,USD,93.52,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
Breakthru Beverage Group,"Middletown, Delaware",US,2021,,,,,26199,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Brown-Forman,"Louisville (Shively), Kentucky",US,2021,95.0,USD,104.52,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
